Business_name,Username,Review Date,Visit Date,Review Title,Review Text,Rating
Koukos,paphotels,"February 12, 2019",February 2019,Great Breakfast Variety,"I stay just around the corner and visit them on a daily basis! Huge variety of traditional Greek pastries, very friendly guys! Definitely worth trying more than once!",5.0
Koukos,Μιχαηλ Κ,"December 11, 2018",November 2018,Friendly spot,"Nice atmosphere , very very friendly staff , excellent quality products. Very good experience we WILL have again. We believe , breakfast must be a good experience!!!",5.0
Koukos,frequentraveler67,"November 17, 2018",November 2018,Great bakery in Thessaloniki,Great little bakery with wide variety of delicious freshly baked pastry. And friendly staff too. Highly recommended!,5.0
Koukos,"barneylovesamber
London, United Kingdom","November 17, 2018",November 2018,Lovely bakery with very friendly staff,"We stopped by this place for a mid-afternoon snack and the staff could not have been more friendly.

We tried a traditional Christmas treat (apologies the name escapes me) and some Rum and Poppy Seed Cake which was so moist it was delicious.

The coffee was also great but what was particularly impressive was the lengths that the staff would go to help us try new things.

Highly recommend you drop by, particularly if you have a sweet tooth.",5.0
Koukos,TH0MAS1965,"November 8, 2018",August 2018,Our opinion,Perfect cheespies. Our child prefers it for many years. They have standard quality on every product. Is recomended especially during summer walks.,5.0
Koukos,Tania2267,"October 20, 2018",October 2018,Tasty Pastry!!,Very impressed with the large variety of freshly baked sweet and savoury pastries. The staff were very helpful in choosing a combination of pastries for our tastebuds. If you are tahini lover you must try the tahini koulouri. A must visit in Thesaloniki!!,5.0
Koukos,gmkaraganis,"October 13, 2018",October 2018,The only spot for breakfast!,"Thessaloníki has hundreds of spots for coffee! BUT Koukos is the spot for breakfast! Many varieties of “koulouri”, sweet and savory with the family favorite being the tahini koulouri! Great bougatsa, bars and coffee as well. We had breakfast here every morning!",5.0
Koukos,p_rjohanf,"September 23, 2018",September 2018,"Great place, great coffee","Had breakfast here every day during my stay in Thessaloniki! Friendly staff, espresso tasted so good and their yoghurt w/ honey is excellent!",5.0
Koukos,simona s,"September 10, 2018",September 2018,Best choco souffle,"A very nice place, with a great service. The choco souffle is the best I've ever eaten, with a soft and smooth texture and an intense taste of chocolate. And the cheese pastry are soft, full of cheese, they practically melt in your mouth. This place is on my map next time I'll come back to Thessaloniki.",5.0
Koukos,Millard S,"September 5, 2018",August 2018,Great place for breakfast,"Convenient to where we stayed. Quick, excellent selection, great coffee and fresh squeezed OJ for great price",5.0
Koukos,Net G,"August 25, 2018",August 2018,Best in town !,You can’t miss this place ! The only problem is that you want to buy everything ! All day fresh . Must Koulouri Thessalonikis,5.0
Koukos,NYPV,"August 23, 2018",August 2018,Fresh and tasty,"All products are fresh, baked in their oven and really tasty! The place is clean and the personnel is always polite and smiling.",5.0
Koukos,escapejp,"August 11, 2018",August 2018,Nice variety of snacks,"We took take away stuff. Original tastes, cheese pies and things at the city center. I recommend it though",3.0
Koukos,"Ignak90
Udine, Italy","August 8, 2018",August 2018,Refreshing sandwiches and orange juice,"We took 2 sandwiches, one with nuts and the other with salami, both had nice feta cheese inside and salad. They cost 3e. Orange juice is very nice, made it fresh in front of you, 3dl for just 2e.
So you can have very nice fresh food and juice for few money.
They also have some pasteries and pizza that looked nice.
Interior is modern, seating is outside.",5.0
Koukos,"Vickery2018
Thessaloniki Region, Greece","August 7, 2018",July 2018,Always fresh and friendly.,We have our favorite meal with Koukos. When looking for a good start of the day we always go to Koukos. Their egg dishes start our day the best way possible. The food is delicious and their portions generous. This restaurant is one of a kind in Thessaloniki.,5.0
Koukos,zoko03,"August 6, 2018",August 2018,Homemade,"A lovely spot in the center of Thessaloniki, a bakery for everything you want to taste, sweet and salty!! Everything home made with the best ingridients. Every time we passed by had to make a quick stop, excellent!! Bravo!",5.0
Koukos,yalibukn,"August 6, 2018",August 2018,Don't miss it in Thessaloniki,One of the best place to make a breakfast and start in a new day. Good coffee and good food. Keep on going,5.0
Koukos,Marcoferrari87,"August 5, 2018",August 2018,Suggested,"We have been here,during our holidays,to try some Greek specialities. Definitely suggested,good quality of food and nice customer service. Just a lack of seats, but quality is high.",4.0
Koukos,Solveig S,"July 24, 2018",July 2018,Cozy hideaway from the rain,Perfect place for a lunch and/or a snack. The food was tasteful and the staff was super helpful and nice. We even got a free slice of rum cake! We truly recommend this place!,5.0
Koukos,TH0MAS1965,"November 8, 2018",August 2018,Our opinion,Perfect cheespies. Our child prefers it for many years. They have standard quality on every product. Is recomended especially during summer walks.,5.0
Koukos,Tania2267,"October 20, 2018",October 2018,Tasty Pastry!!,Very impressed with the large variety of freshly baked sweet and savoury pastries. The staff were very helpful in choosing a combination of pastries for our tastebuds. If you are tahini lover you must try the tahini koulouri. A must visit in Thesaloniki!!,5.0
Koukos,gmkaraganis,"October 13, 2018",October 2018,The only spot for breakfast!,"Thessaloníki has hundreds of spots for coffee! BUT Koukos is the spot for breakfast! Many varieties of “koulouri”, sweet and savory with the family favorite being the tahini koulouri! Great bougatsa, bars and coffee as well. We had breakfast here every morning!",5.0
Koukos,p_rjohanf,"September 23, 2018",September 2018,"Great place, great coffee","Had breakfast here every day during my stay in Thessaloniki! Friendly staff, espresso tasted so good and their yoghurt w/ honey is excellent!",5.0
Koukos,simona s,"September 10, 2018",September 2018,Best choco souffle,"A very nice place, with a great service. The choco souffle is the best I've ever eaten, with a soft and smooth texture and an intense taste of chocolate. And the cheese pastry are soft, full of cheese, they practically melt in your mouth. This place is on my map next time I'll come back to Thessaloniki.",5.0
Koukos,Millard S,"September 5, 2018",August 2018,Great place for breakfast,"Convenient to where we stayed. Quick, excellent selection, great coffee and fresh squeezed OJ for great price",5.0
Koukos,Net G,"August 25, 2018",August 2018,Best in town !,You can’t miss this place ! The only problem is that you want to buy everything ! All day fresh . Must Koulouri Thessalonikis,5.0
Koukos,NYPV,"August 23, 2018",August 2018,Fresh and tasty,"All products are fresh, baked in their oven and really tasty! The place is clean and the personnel is always polite and smiling.",5.0
Koukos,escapejp,"August 11, 2018",August 2018,Nice variety of snacks,"We took take away stuff. Original tastes, cheese pies and things at the city center. I recommend it though",3.0
Koukos,"Ignak90
Udine, Italy","August 8, 2018",August 2018,Refreshing sandwiches and orange juice,"We took 2 sandwiches, one with nuts and the other with salami, both had nice feta cheese inside and salad. They cost 3e. Orange juice is very nice, made it fresh in front of you, 3dl for just 2e.
So you can have very nice fresh food and juice for few money.
They also have some pasteries and pizza that looked nice.
Interior is modern, seating is outside.",5.0
Koukos,"Vickery2018
Thessaloniki Region, Greece","August 7, 2018",July 2018,Always fresh and friendly.,We have our favorite meal with Koukos. When looking for a good start of the day we always go to Koukos. Their egg dishes start our day the best way possible. The food is delicious and their portions generous. This restaurant is one of a kind in Thessaloniki.,5.0
Koukos,zoko03,"August 6, 2018",August 2018,Homemade,"A lovely spot in the center of Thessaloniki, a bakery for everything you want to taste, sweet and salty!! Everything home made with the best ingridients. Every time we passed by had to make a quick stop, excellent!! Bravo!",5.0
Koukos,yalibukn,"August 6, 2018",August 2018,Don't miss it in Thessaloniki,One of the best place to make a breakfast and start in a new day. Good coffee and good food. Keep on going,5.0
Koukos,Marcoferrari87,"August 5, 2018",August 2018,Suggested,"We have been here,during our holidays,to try some Greek specialities. Definitely suggested,good quality of food and nice customer service. Just a lack of seats, but quality is high.",4.0
Koukos,Solveig S,"July 24, 2018",July 2018,Cozy hideaway from the rain,Perfect place for a lunch and/or a snack. The food was tasteful and the staff was super helpful and nice. We even got a free slice of rum cake! We truly recommend this place!,5.0
Koukos,silaeren001,"July 16, 2018",July 2018,Amazing,The food is very delicious. The staff is very friendly. If we go Thessaloniki again we sure will come here again,5.0
Koukos,Nikos A,"July 10, 2018",June 2018,Homemade pitakia at its best,Everything tastes so good here. Its made in store and you can feel that in the taste. Spanakopitakia are amazing as well as all of their pitakia. Sweets are pretty good as well. My to go place for pitas in the morning.,4.0
